timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], clocks.current.sm [MHz]
2026/06/18 15:46:54.075, 33.75 W, 73, 31 %, 1620 MHz
2026/06/18 15:46:55.088, 35.15 W, 73, 40 %, 1635 MHz
2026/06/18 15:46:56.105, 38.51 W, 73, 39 %, 1680 MHz
2026/06/18 15:46:57.117, 37.43 W, 73, 35 %, 1687 MHz
2026/06/18 15:46:58.129, 41.84 W, 74, 40 %, 1800 MHz
2026/06/18 15:46:59.135, 49.23 W, 76, 42 %, 1927 MHz
2026/06/18 15:47:00.150, 49.68 W, 76, 32 %, 1912 MHz
2026/06/18 15:47:01.163, 47.42 W, 75, 33 %, 1912 MHz
2026/06/18 15:47:02.175, 33.19 W, 73, 34 %, 1575 MHz
2026/06/18 15:47:03.188, 31.80 W, 73, 37 %, 1500 MHz
2026/06/18 15:47:04.200, 39.36 W, 74, 43 %, 1717 MHz
2026/06/18 15:47:05.213, 36.16 W, 74, 31 %, 1732 MHz
2026/06/18 15:47:06.220, 36.47 W, 73, 31 %, 1732 MHz
2026/06/18 15:47:07.230, 29.64 W, 72, 33 %, 1500 MHz
2026/06/18 15:47:08.245, 29.92 W, 72, 33 %, 1500 MHz
2026/06/18 15:47:09.260, 28.36 W, 72, 31 %, 1500 MHz
2026/06/18 15:47:10.269, 28.50 W, 72, 31 %, 1500 MHz
2026/06/18 15:47:11.276, 29.05 W, 72, 33 %, 1500 MHz
2026/06/18 15:47:12.287, 27.02 W, 71, 26 %, 1500 MHz
2026/06/18 15:47:13.297, 28.70 W, 72, 31 %, 1500 MHz
2026/06/18 15:47:14.308, 28.54 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:15.322, 28.17 W, 71, 27 %, 1500 MHz
2026/06/18 15:47:16.333, 29.55 W, 72, 33 %, 1500 MHz
2026/06/18 15:47:17.345, 29.62 W, 71, 33 %, 1500 MHz
2026/06/18 15:47:18.359, 29.40 W, 71, 34 %, 1500 MHz
2026/06/18 15:47:19.374, 29.54 W, 71, 34 %, 1500 MHz
2026/06/18 15:47:20.388, 19.30 W, 71, 34 %, 1500 MHz
2026/06/18 15:47:21.405, 29.67 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:22.414, 28.81 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:23.431, 29.14 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:24.445, 28.76 W, 71, 31 %, 1500 MHz
2026/06/18 15:47:25.460, 28.36 W, 71, 30 %, 1500 MHz
2026/06/18 15:47:26.478, 27.80 W, 71, 33 %, 1500 MHz
2026/06/18 15:47:27.490, 29.49 W, 71, 34 %, 1500 MHz
2026/06/18 15:47:28.507, 29.37 W, 71, 28 %, 1500 MHz
2026/06/18 15:47:29.521, 29.55 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:30.533, 29.79 W, 71, 33 %, 1500 MHz
2026/06/18 15:47:31.547, 30.52 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:32.558, 29.95 W, 71, 36 %, 1500 MHz
2026/06/18 15:47:33.572, 30.75 W, 71, 36 %, 1500 MHz
2026/06/18 15:47:34.581, 29.95 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:35.597, 30.29 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:36.610, 29.24 W, 70, 32 %, 1500 MHz
2026/06/18 15:47:37.615, 29.03 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:38.629, 29.41 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:39.645, 28.71 W, 71, 31 %, 1500 MHz
2026/06/18 15:47:40.658, 30.11 W, 71, 36 %, 1500 MHz
2026/06/18 15:47:41.671, 30.19 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:42.681, 32.85 W, 73, 47 %, 1867 MHz
2026/06/18 15:47:43.695, 49.02 W, 74, 41 %, 1927 MHz
2026/06/18 15:47:44.708, 50.49 W, 75, 40 %, 1905 MHz
2026/06/18 15:47:45.725, 47.00 W, 75, 35 %, 1927 MHz
2026/06/18 15:47:46.741, 32.84 W, 73, 33 %, 1657 MHz
2026/06/18 15:47:47.757, 32.09 W, 73, 35 %, 1575 MHz
2026/06/18 15:47:48.767, 30.16 W, 72, 29 %, 1500 MHz
2026/06/18 15:47:49.782, 31.12 W, 72, 38 %, 1500 MHz
2026/06/18 15:47:50.796, 31.67 W, 72, 40 %, 1500 MHz
2026/06/18 15:47:51.808, 30.11 W, 72, 30 %, 1500 MHz
2026/06/18 15:47:52.817, 31.20 W, 72, 39 %, 1500 MHz
2026/06/18 15:47:53.827, 30.15 W, 71, 35 %, 1500 MHz
2026/06/18 15:47:54.842, 28.44 W, 71, 25 %, 1500 MHz
2026/06/18 15:47:55.859, 29.44 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:56.868, 29.43 W, 71, 32 %, 1500 MHz
2026/06/18 15:47:57.872, 28.39 W, 71, 33 %, 1500 MHz
2026/06/18 15:47:58.882, 29.16 W, 71, 33 %, 1500 MHz
2026/06/18 15:47:59.896, 29.93 W, 71, 36 %, 1500 MHz
2026/06/18 15:48:00.914, 31.46 W, 71, 39 %, 1500 MHz
2026/06/18 15:48:01.932, 30.30 W, 71, 26 %, 1545 MHz
2026/06/18 15:48:02.941, 38.69 W, 74, 48 %, 1927 MHz
2026/06/18 15:48:03.956, 40.62 W, 73, 20 %, 1927 MHz
2026/06/18 15:48:04.967, 25.83 W, 71, 20 %, 1500 MHz
2026/06/18 15:48:05.979, 25.86 W, 71, 23 %, 1500 MHz
2026/06/18 15:48:06.995, 25.13 W, 70, 22 %, 1500 MHz
2026/06/18 15:48:08.012, 50.41 W, 74, 41 %, 1927 MHz
2026/06/18 15:48:09.030, 45.13 W, 73, 34 %, 1927 MHz
2026/06/18 15:48:10.047, 44.90 W, 73, 37 %, 1702 MHz
2026/06/18 15:48:11.059, 37.62 W, 73, 38 %, 1665 MHz
2026/06/18 15:48:12.075, 35.09 W, 72, 27 %, 1582 MHz
2026/06/18 15:48:13.094, 29.20 W, 72, 32 %, 1500 MHz
2026/06/18 15:48:14.105, 29.51 W, 72, 32 %, 1500 MHz
2026/06/18 15:48:15.118, 28.56 W, 72, 31 %, 1500 MHz
2026/06/18 15:48:16.134, 29.84 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:17.144, 29.96 W, 71, 34 %, 1500 MHz
2026/06/18 15:48:18.154, 28.83 W, 72, 32 %, 1500 MHz
2026/06/18 15:48:19.164, 29.73 W, 71, 33 %, 1500 MHz
2026/06/18 15:48:20.178, 29.01 W, 71, 27 %, 1500 MHz
2026/06/18 15:48:21.193, 31.59 W, 72, 40 %, 1552 MHz
2026/06/18 15:48:22.211, 37.86 W, 73, 40 %, 1717 MHz
2026/06/18 15:48:23.226, 37.40 W, 73, 25 %, 1717 MHz
2026/06/18 15:48:24.243, 35.46 W, 72, 35 %, 1515 MHz
2026/06/18 15:48:25.259, 30.74 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:26.272, 29.79 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:27.282, 30.54 W, 72, 36 %, 1500 MHz
2026/06/18 15:48:28.297, 32.40 W, 72, 40 %, 1500 MHz
2026/06/18 15:48:29.312, 29.63 W, 72, 32 %, 1500 MHz
2026/06/18 15:48:30.326, 29.56 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:31.344, 29.06 W, 72, 26 %, 1500 MHz
2026/06/18 15:48:32.358, 30.06 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:33.370, 30.70 W, 72, 38 %, 1500 MHz
2026/06/18 15:48:34.382, 29.94 W, 72, 36 %, 1500 MHz
2026/06/18 15:48:35.397, 31.05 W, 72, 35 %, 1500 MHz
2026/06/18 15:48:36.414, 31.05 W, 72, 36 %, 1500 MHz
2026/06/18 15:48:37.422, 30.29 W, 72, 36 %, 1500 MHz
2026/06/18 15:48:38.442, 30.77 W, 72, 36 %, 1500 MHz
2026/06/18 15:48:39.457, 29.53 W, 72, 27 %, 1500 MHz
2026/06/18 15:48:40.475, 30.15 W, 72, 33 %, 1500 MHz
2026/06/18 15:48:41.489, 30.41 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:42.502, 29.64 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:43.519, 30.11 W, 71, 34 %, 1500 MHz
2026/06/18 15:48:44.534, 29.23 W, 71, 26 %, 1500 MHz
2026/06/18 15:48:45.544, 30.02 W, 71, 35 %, 1500 MHz
2026/06/18 15:48:46.563, 29.81 W, 72, 33 %, 1500 MHz
2026/06/18 15:48:47.575, 28.99 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:48.583, 29.85 W, 72, 33 %, 1500 MHz
2026/06/18 15:48:49.593, 29.18 W, 71, 33 %, 1500 MHz
2026/06/18 15:48:50.612, 28.86 W, 71, 33 %, 1500 MHz
2026/06/18 15:48:51.623, 29.46 W, 71, 34 %, 1500 MHz
2026/06/18 15:48:52.638, 29.34 W, 72, 26 %, 1500 MHz
2026/06/18 15:48:53.660, 30.73 W, 72, 35 %, 1500 MHz
2026/06/18 15:48:54.666, 31.61 W, 72, 39 %, 1500 MHz
2026/06/18 15:48:55.675, 29.85 W, 72, 34 %, 1500 MHz
2026/06/18 15:48:56.683, 30.02 W, 72, 35 %, 1500 MHz
2026/06/18 15:48:57.693, 29.89 W, 71, 35 %, 1500 MHz
2026/06/18 15:48:58.703, 29.77 W, 72, 35 %, 1500 MHz
2026/06/18 15:48:59.718, 50.38 W, 74, 37 %, 1927 MHz
2026/06/18 15:49:00.731, 48.37 W, 75, 33 %, 1927 MHz
2026/06/18 15:49:01.750, 47.43 W, 74, 37 %, 1777 MHz
2026/06/18 15:49:02.766, 34.77 W, 73, 31 %, 1657 MHz
2026/06/18 15:49:03.781, 30.81 W, 72, 30 %, 1500 MHz
2026/06/18 15:49:04.798, 31.22 W, 72, 37 %, 1500 MHz
2026/06/18 15:49:05.812, 30.09 W, 72, 32 %, 1500 MHz
2026/06/18 15:49:06.827, 31.15 W, 72, 39 %, 1500 MHz
2026/06/18 15:49:07.842, 30.76 W, 72, 31 %, 1500 MHz
2026/06/18 15:49:08.855, 31.34 W, 72, 37 %, 1500 MHz
2026/06/18 15:49:09.865, 29.37 W, 71, 33 %, 1500 MHz
2026/06/18 15:49:10.878, 30.17 W, 71, 35 %, 1500 MHz
2026/06/18 15:49:11.895, 31.08 W, 72, 38 %, 1500 MHz
2026/06/18 15:49:12.905, 29.87 W, 71, 26 %, 1500 MHz
2026/06/18 15:49:13.918, 30.05 W, 71, 33 %, 1500 MHz
2026/06/18 15:49:14.933, 29.69 W, 71, 34 %, 1500 MHz
2026/06/18 15:49:15.943, 27.02 W, 71, 24 %, 1500 MHz
2026/06/18 15:49:16.954, 29.12 W, 71, 34 %, 1500 MHz
2026/06/18 15:49:17.964, 28.75 W, 71, 33 %, 1500 MHz
2026/06/18 15:49:18.977, 35.37 W, 72, 15 %, 1890 MHz
2026/06/18 15:49:19.990, 37.39 W, 73, 20 %, 1890 MHz
2026/06/18 15:49:21.001, 25.49 W, 71, 23 %, 1500 MHz
2026/06/18 15:49:22.010, 25.13 W, 71, 22 %, 1500 MHz
2026/06/18 15:49:23.019, 32.23 W, 71, 41 %, 1522 MHz
2026/06/18 15:49:24.037, 30.65 W, 71, 36 %, 1522 MHz
2026/06/18 15:49:25.050, 30.53 W, 71, 37 %, 1500 MHz
2026/06/18 15:49:26.053, 30.59 W, 71, 38 %, 1500 MHz
2026/06/18 15:49:27.067, 32.79 W, 73, 49 %, 1815 MHz
2026/06/18 15:49:28.070, 38.23 W, 73, 18 %, 1882 MHz
2026/06/18 15:49:29.082, 36.40 W, 72, 19 %, 1500 MHz
2026/06/18 15:49:30.093, 24.97 W, 71, 21 %, 1500 MHz
2026/06/18 15:49:31.111, 24.79 W, 71, 22 %, 1500 MHz
2026/06/18 15:49:32.127, 24.91 W, 71, 22 %, 1500 MHz
2026/06/18 15:49:33.140, 25.66 W, 71, 23 %, 1500 MHz
2026/06/18 15:49:34.147, 18.43 W, 70, 4 %, 1500 MHz
2026/06/18 15:49:35.154, 17.58 W, 69, 0 %, 1500 MHz
2026/06/18 15:49:36.166, 18.33 W, 69, 0 %, 1500 MHz
2026/06/18 15:49:37.189, 17.51 W, 69, 0 %, 1500 MHz
2026/06/18 15:49:38.196, 17.48 W, 68, 0 %, 1500 MHz
2026/06/18 15:49:39.203, 17.56 W, 68, 0 %, 1500 MHz
2026/06/18 15:49:40.206, 17.47 W, 68, 5 %, 1500 MHz
2026/06/18 15:49:41.210, 18.03 W, 68, 0 %, 1500 MHz
2026/06/18 15:49:42.217, 17.53 W, 68, 1 %, 1500 MHz
2026/06/18 15:49:43.224, 17.08 W, 67, 0 %, 1500 MHz
2026/06/18 15:49:44.231, 17.28 W, 67, 0 %, 1500 MHz
